Date (UTC),Energy Consumption,Carbon Emission
14-03-2019,1821.6,465.60096
15-03-2019,1663,425.0628
16-03-2019,1131.1,289.10916
17-03-2019,1061.9,271.42164
18-03-2019,1799,459.8244
19-03-2019,1820.6,465.34536
20-03-2019,1740.1,444.76956
21-03-2019,1734,443.2104
22-03-2019,1701.5,434.9034
23-03-2019,1056,269.9136
24-03-2019,935.1,239.01156
25-03-2019,1686.9,431.17164
26-03-2019,1806.4,461.71584
27-03-2019,1714.1,438.12396
28-03-2019,1709.2,436.87152
29-03-2019,1547.3,395.48988
30-03-2019,928.4,237.29904
31-03-2019,818.8,209.28528
01-04-2019,1607.9,410.97924
02-04-2019,1853,473.6268
03-04-2019,1903.6,486.56016
04-04-2019,1859.2,475.21152
05-04-2019,1565,400.014
06-04-2019,1014.3,259.25508
07-04-2019,978.8,250.18128
08-04-2019,1536,392.6016
09-04-2019,1630.2,416.67912
10-04-2019,1536.6,392.75496
11-04-2019,1537.9,393.08724
12-04-2019,1477.8,377.72568
13-04-2019,1180.1,301.63356
14-04-2019,979.1,250.25796
15-04-2019,1382.1,353.26476
16-04-2019,1470.4,375.83424
17-04-2019,1369.1,349.94196
18-04-2019,1233.7,315.33372
19-04-2019,834.5,213.2982
20-04-2019,760.7,194.43492
21-04-2019,754.3,192.79908
22-04-2019,817.3,208.90188
23-04-2019,1276.8,326.35008
24-04-2019,1357.3,346.92588
25-04-2019,1346.1,344.06316
26-04-2019,1301.5,332.6634
27-04-2019,957,244.6092
28-04-2019,852.1,217.79676
29-04-2019,1570.2,401.34312
30-04-2019,1562.9,399.47724
01-05-2019,1496.5,382.5054
02-05-2019,1616.5,413.1774
03-05-2019,1528.3,390.63348
04-05-2019,902,230.5512
05-05-2019,948.4,242.41104
06-05-2019,1006.1,257.15916
07-05-2019,1555.4,397.56024
08-05-2019,1577.3,403.15788
09-05-2019,1663,425.0628
10-05-2019,1540.6,393.77736
11-05-2019,1010.5,258.2838
12-05-2019,910.7,232.77492
13-05-2019,1493.9,381.84084
14-05-2019,1571.9,401.77764
15-05-2019,1567.9,400.75524
16-05-2019,1475.2,377.06112
17-05-2019,1514.7,387.15732
18-05-2019,1117.2,285.55632
19-05-2019,941.7,240.69852
20-05-2019,1462.6,373.84056
21-05-2019,1436.9,367.27164
22-05-2019,1417.3,362.26188
23-05-2019,1466.8,374.91408
24-05-2019,1483.6,379.20816
25-05-2019,906.5,231.7014
26-05-2019,880.7,225.10692
27-05-2019,939.4,240.11064
28-05-2019,1383.4,353.59704
29-05-2019,1330,339.948
30-05-2019,1393.5,356.1786
31-05-2019,1350.7,345.23892
01-06-2019,871,222.6276
02-06-2019,910.1,232.62156
03-06-2019,1429.6,365.40576
04-06-2019,1487.7,380.25612
05-06-2019,1473.4,376.60104
06-06-2019,1467.7,375.14412
07-06-2019,1418.9,362.67084
08-06-2019,878.5,224.5446
09-06-2019,878.8,224.62128
10-06-2019,1363.9,348.61284
11-06-2019,1346.5,344.1654
12-06-2019,1375.8,351.65448
13-06-2019,1336.8,341.68608
14-06-2019,1273.3,325.45548
15-06-2019,1070.7,273.67092
16-06-2019,999.9,255.57444
17-06-2019,1227.9,313.85124
18-06-2019,1284.7,328.36932
19-06-2019,1378.8,352.42128
20-06-2019,1447.8,370.05768
21-06-2019,1387,354.5172
22-06-2019,950.6,242.97336
23-06-2019,938.1,239.77836
24-06-2019,1500.1,383.42556
25-06-2019,1437.5,367.425
26-06-2019,1327.2,339.23232
27-06-2019,1345.3,343.85868
28-06-2019,1350.6,345.21336
29-06-2019,1026.5,262.3734
30-06-2019,1066.7,272.64852
01-07-2019,1501.8,383.86008
02-07-2019,1485.6,379.71936
03-07-2019,1487.2,380.12832
04-07-2019,1513.9,386.95284
05-07-2019,1474,376.7544
06-07-2019,1174.9,300.30444
07-07-2019,1073.9,274.48884
08-07-2019,1431,365.7636
09-07-2019,1457.1,372.43476
10-07-2019,1535.7,392.52492
11-07-2019,1519.6,388.40976
12-07-2019,1486.2,379.87272
13-07-2019,987.9,252.50724
14-07-2019,974.6,249.10776
15-07-2019,1342.3,343.09188
16-07-2019,1331.2,340.25472
17-07-2019,1268.5,324.2286
18-07-2019,1346.5,344.1654
19-07-2019,1254.9,320.75244
20-07-2019,872.8,223.08768
21-07-2019,924.1,236.19996
22-07-2019,1314.2,335.90952
23-07-2019,1475.9,377.24004
24-07-2019,1579.2,403.64352
25-07-2019,1656.5,423.4014
26-07-2019,1543.9,394.62084
27-07-2019,962.4,245.98944
28-07-2019,934.4,238.83264
29-07-2019,1408.5,360.0126
30-07-2019,1384.4,353.85264
31-07-2019,1382.2,353.29032
01-08-2019,1357.2,346.90032
02-08-2019,1362.4,348.22944
03-08-2019,853.4,218.12904
04-08-2019,832.1,212.68476
05-08-2019,1296.8,331.46208
06-08-2019,1351.1,345.34116
07-08-2019,1287.5,329.085
08-08-2019,1318.3,336.95748
09-08-2019,1299.5,332.1522
10-08-2019,977.6,249.87456
11-08-2019,866.9,221.57964
12-08-2019,1171.3,299.38428
13-08-2019,1237.1,316.20276
14-08-2019,1199.6,306.61776
15-08-2019,1221.6,312.24096
16-08-2019,1189.6,304.06176
17-08-2019,809.1,206.80596
18-08-2019,777.9,198.83124
19-08-2019,1116.8,285.45408
20-08-2019,1160.4,296.59824
21-08-2019,1110.9,283.94604
22-08-2019,1099.7,281.08332
23-08-2019,1070.7,273.67092
24-08-2019,673.7,172.19772
25-08-2019,651.7,166.57452
26-08-2019,781.7,199.80252
27-08-2019,1187.9,303.62724
28-08-2019,1189.5,304.0362
29-08-2019,1122.2,286.83432
30-08-2019,1090.3,278.68068
31-08-2019,713.3,182.31948
01-09-2019,669.9,171.22644
02-09-2019,1021.3,261.04428
03-09-2019,1026.3,262.32228
04-09-2019,1051.6,268.78896
05-09-2019,1019.7,260.63532
06-09-2019,1002.4,256.21344
07-09-2019,633.4,161.89704
08-09-2019,651.5,166.5234
09-09-2019,725,185.31
10-09-2019,944.1,241.31196
11-09-2019,961.4,245.73384
12-09-2019,887.3,226.79388
13-09-2019,860.3,219.89268
14-09-2019,765.2,195.58512
15-09-2019,755.4,193.08024
16-09-2019,836.3,213.75828
17-09-2019,942.4,240.87744
18-09-2019,928.2,237.24792
19-09-2019,824.4,210.71664
20-09-2019,1000.7,255.77892
21-09-2019,662.3,169.28388
22-09-2019,750.2,191.75112
23-09-2019,663.7,169.64172
24-09-2019,661.2,169.00272
25-09-2019,699.2,178.71552
26-09-2019,798.2,204.01992
27-09-2019,953,243.5868
28-09-2019,919,234.8964
29-09-2019,883.1,225.72036
30-09-2019,956.1,244.37916
01-10-2019,751.8,192.16008
02-10-2019,736,188.1216
03-10-2019,865.3,221.17068
04-10-2019,1016.8,259.89408
05-10-2019,966.1,246.93516
06-10-2019,962.3,245.96388
07-10-2019,1018.7,260.37972
08-10-2019,1011.3,258.48828
09-10-2019,1023.3,261.55548
10-10-2019,992.8,253.75968
11-10-2019,830.1,212.17356
12-10-2019,763.9,195.25284
13-10-2019,725.7,185.48892
14-10-2019,798.6,204.12216
15-10-2019,848.5,216.8766
16-10-2019,999.9,255.57444
17-10-2019,1010.8,258.36048
18-10-2019,1023.4,261.58104
19-10-2019,921.3,235.48428
20-10-2019,885.2,226.25712
21-10-2019,928,237.1968
22-10-2019,785.4,200.74824
23-10-2019,785.8,200.85048
24-10-2019,779.5,199.2402
25-10-2019,750.1,191.72556
26-10-2019,659.6,168.59376
27-10-2019,663.9,169.69284
28-10-2019,804.8,205.70688
29-10-2019,1018.5,260.3286
30-10-2019,1023.7,261.65772
31-10-2019,1045.7,267.28092
01-11-2019,1028,262.7568
02-11-2019,931.8,238.16808
03-11-2019,938.1,239.77836
04-11-2019,1028.8,262.96128
05-11-2019,1044.2,266.89752
06-11-2019,1053.8,269.35128
07-11-2019,1032.2,263.83032
08-11-2019,1049.3,268.20108
09-11-2019,921.8,235.61208
10-11-2019,913.2,233.41392
11-11-2019,1040.3,265.90068
12-11-2019,1011.3,258.48828
13-11-2019,1019.3,260.53308
14-11-2019,1020,260.712
15-11-2019,948.2,242.35992
16-11-2019,816.4,208.67184
17-11-2019,812.4,207.64944
18-11-2019,904.9,231.29244
19-11-2019,902.1,230.57676
20-11-2019,914.1,233.64396
21-11-2019,903.4,230.90904
22-11-2019,843.8,215.67528
23-11-2019,792.4,202.53744
24-11-2019,780.3,199.44468
25-11-2019,841.8,215.16408
26-11-2019,831.7,212.58252
27-11-2019,817.5,208.953
28-11-2019,808.2,206.57592
29-11-2019,834.4,213.27264
30-11-2019,765.2,195.58512
01-12-2019,766.1,195.81516
02-12-2019,848.1,216.77436
03-12-2019,826.4,211.22784
04-12-2019,844.8,215.93088
05-12-2019,814.1,208.08396
06-12-2019,860,219.816
07-12-2019,816,208.5696
08-12-2019,777.5,198.729
09-12-2019,838,214.1928
10-12-2019,853,218.0268
11-12-2019,840.3,214.78068
12-12-2019,818.5,209.2086
13-12-2019,793.6,202.84416
14-12-2019,695.8,177.84648
15-12-2019,701.7,179.35452
16-12-2019,790.6,202.07736
17-12-2019,830.5,212.2758
18-12-2019,851,217.5156
19-12-2019,864.5,220.9662
20-12-2019,867.1,221.63076
21-12-2019,787.6,201.31056
22-12-2019,785.9,200.87604
23-12-2019,796.9,203.68764
24-12-2019,793.1,202.71636
25-12-2019,793.9,202.92084
26-12-2019,794,202.9464
27-12-2019,793.8,202.89528
28-12-2019,788.1,201.43836
29-12-2019,786.5,201.0294
30-12-2019,794.1,202.97196
31-12-2019,792.9,202.66524
