Date (UTC),Energy Consumption,Carbon Emission
17-04-2019,2415.6,617.42736
18-04-2019,2342.9,598.84524
19-04-2019,1213.6,310.19616
20-04-2019,1153.7,294.88572
21-04-2019,1149.6,293.83776
22-04-2019,1140.9,291.61404
23-04-2019,2306.7,589.59252
24-04-2019,2309.4,590.28264
25-04-2019,2354.4,601.78464
26-04-2019,2283.7,583.71372
27-04-2019,1197.8,306.15768
28-04-2019,1116.2,285.30072
29-04-2019,2427.8,620.54568
30-04-2019,2521.9,644.59764
01-05-2019,2346.4,599.73984
02-05-2019,2398.2,612.97992
03-05-2019,2304.9,589.13244
04-05-2019,1111.8,284.17608
05-05-2019,1074.9,274.74444
06-05-2019,1098.5,280.7766
07-05-2019,2267.3,579.52188
08-05-2019,2412.4,616.60944
09-05-2019,2443.4,624.53304
10-05-2019,2353.2,601.47792
11-05-2019,1131.2,289.13472
12-05-2019,1063.6,271.85616
13-05-2019,2328.8,595.24128
14-05-2019,2428.6,620.75016
15-05-2019,2458.2,628.31592
16-05-2019,2474.5,632.4822
17-05-2019,2324.6,594.16776
18-05-2019,1113.4,284.58504
19-05-2019,1084,277.0704
20-05-2019,2290.6,585.47736
21-05-2019,2500.7,639.17892
22-05-2019,2454.9,627.47244
23-05-2019,2445.5,625.0698
24-05-2019,2276.3,581.82228
25-05-2019,1165,297.774
26-05-2019,1055.2,269.70912
27-05-2019,1023.2,261.52992
28-05-2019,2360,603.216
29-05-2019,2363.9,604.21284
30-05-2019,2270.2,580.26312
31-05-2019,2225,568.71
01-06-2019,1170.8,299.25648
02-06-2019,1118,285.7608
03-06-2019,2210.1,564.90156
04-06-2019,2338.4,597.69504
05-06-2019,2263.6,578.57616
06-06-2019,2306.5,589.5414
07-06-2019,2263.4,578.52504
08-06-2019,1231.3,314.72028
09-06-2019,1092,279.1152
10-06-2019,2451.5,626.6034
11-06-2019,2489.2,636.23952
12-06-2019,2388.9,610.60284
13-06-2019,2488.7,636.11172
14-06-2019,2332.9,596.28924
15-06-2019,1264.4,323.18064
16-06-2019,1276,326.1456
17-06-2019,2553.2,652.59792
18-06-2019,2597.7,663.97212
19-06-2019,2645.3,676.13868
20-06-2019,2544.1,650.27196
21-06-2019,2448.5,625.8366
22-06-2019,1316.3,336.44628
23-06-2019,1258,321.5448
24-06-2019,2667.9,681.91524
25-06-2019,2778,710.0568
26-06-2019,2640.5,674.9118
27-06-2019,2625.3,671.02668
28-06-2019,2555,653.058
29-06-2019,1137.1,290.64276
30-06-2019,1094.9,279.85644
01-07-2019,2527.2,645.95232
02-07-2019,2756.6,704.58696
03-07-2019,2835,724.626
04-07-2019,2787.6,712.51056
05-07-2019,2727,697.0212
06-07-2019,1498.8,383.09328
07-07-2019,1407.4,359.73144
08-07-2019,2675.8,683.93448
09-07-2019,2703.7,691.06572
10-07-2019,2599,664.3044
11-07-2019,2696.1,689.12316
12-07-2019,2528.2,646.20792
13-07-2019,1253.6,320.42016
14-07-2019,1211.7,309.71052
15-07-2019,2496,637.9776
16-07-2019,2576.2,658.47672
17-07-2019,2559.2,654.13152
18-07-2019,2568.9,656.61084
19-07-2019,2388.6,610.52616
20-07-2019,1210.2,309.32712
21-07-2019,1180.1,301.63356
22-07-2019,2691.7,687.99852
23-07-2019,2937.8,750.90168
24-07-2019,3012.5,769.995
25-07-2019,3025.4,773.29224
26-07-2019,2739.3,700.16508
27-07-2019,1503.8,384.37128
28-07-2019,1454,371.6424
29-07-2019,2773.3,708.85548
30-07-2019,2877.9,735.59124
31-07-2019,2896.2,740.26872
01-08-2019,2840.6,726.05736
02-08-2019,2795,714.402
03-08-2019,1734.7,443.38932
04-08-2019,1572.6,401.95656
05-08-2019,2791,713.3796
06-08-2019,2870,733.572
07-08-2019,2887.7,738.09612
08-08-2019,2790.7,713.30292
09-08-2019,2789.4,712.97064
10-08-2019,1445.9,369.57204
11-08-2019,1450,370.62
12-08-2019,2680,685.008
13-08-2019,2724.3,696.33108
14-08-2019,2743.6,701.26416
15-08-2019,2664.9,681.14844
16-08-2019,2481.6,634.29696
17-08-2019,1286.2,328.75272
18-08-2019,1251.7,319.93452
19-08-2019,2598.6,664.20216
20-08-2019,2684.3,686.10708
21-08-2019,2715.4,694.05624
22-08-2019,2669,682.1964
23-08-2019,2546.9,650.98764
24-08-2019,1195.7,305.62092
25-08-2019,1216.5,310.9374
26-08-2019,1259.4,321.90264
27-08-2019,3075.9,786.20004
28-08-2019,3105.7,793.81692
29-08-2019,3002.2,767.36232
30-08-2019,2805,716.958
31-08-2019,1472.9,376.47324
01-09-2019,1384,353.7504
02-09-2019,2713.5,693.5706
03-09-2019,2867.2,732.85632
04-09-2019,2785.9,712.07604
05-09-2019,2765.8,706.93848
06-09-2019,2568.7,656.55972
07-09-2019,1211.1,309.55716
08-09-2019,1197,305.9532
09-09-2019,2635.6,673.65936
10-09-2019,2804.3,716.77908
11-09-2019,2895.4,740.06424
12-09-2019,2857.2,730.30032
13-09-2019,2731.5,698.1714
14-09-2019,1486.2,379.87272
15-09-2019,1319.1,337.16196
16-09-2019,2651.3,677.67228
17-09-2019,2584.1,660.49596
18-09-2019,2665,681.174
19-09-2019,2626.8,671.41008
20-09-2019,2522.6,644.77656
21-09-2019,1243.9,317.94084
22-09-2019,1265.9,323.56404
23-09-2019,2569.6,656.78976
24-09-2019,2732.3,698.37588
25-09-2019,2799.4,715.52664
26-09-2019,2734.4,698.91264
27-09-2019,2616,668.6496
28-09-2019,1321.1,337.67316
29-09-2019,1238.7,316.61172
30-09-2019,2666.5,681.5574
01-10-2019,2668.6,682.09416
02-10-2019,2737.1,699.60276
03-10-2019,2735.1,699.09156
04-10-2019,2637.3,674.09388
05-10-2019,1556.7,397.89252
06-10-2019,1474.1,376.77996
07-10-2019,2821.1,721.07316
08-10-2019,2776.4,709.64784
09-10-2019,2764.7,706.65732
10-10-2019,2795.2,714.45312
11-10-2019,2620.3,669.74868
12-10-2019,1400,357.84
13-10-2019,1415.1,361.69956
14-10-2019,2749.2,702.69552
15-10-2019,2720.6,695.38536
16-10-2019,2754.4,704.02464
17-10-2019,2694.6,688.73976
18-10-2019,2533.1,647.46036
19-10-2019,1221.4,312.18984
20-10-2019,1224.3,312.93108
21-10-2019,2746.1,701.90316
22-10-2019,2887.4,738.01944
23-10-2019,2862.8,731.73168
24-10-2019,2773.5,708.9066
25-10-2019,2603.8,665.53128
26-10-2019,1423.7,363.89772
27-10-2019,1423.9,363.94884
28-10-2019,2809.1,718.00596
29-10-2019,2915.3,745.15068
30-10-2019,2877.1,735.38676
31-10-2019,2876.7,735.28452
01-11-2019,2623.5,670.5666
02-11-2019,1425.5,364.3578
03-11-2019,1385.7,354.18492
04-11-2019,2850.7,728.63892
05-11-2019,2874.6,734.74776
06-11-2019,2861.3,731.34828
07-11-2019,2838.3,725.46948
08-11-2019,2626.2,671.25672
09-11-2019,1459,372.9204
10-11-2019,1380.7,352.90692
11-11-2019,2825.7,722.24892
12-11-2019,2766.9,707.21964
13-11-2019,2799.1,715.44996
14-11-2019,2718.4,694.82304
15-11-2019,2661.2,680.20272
16-11-2019,1522.9,389.25324
17-11-2019,1488.2,380.38392
18-11-2019,2782.6,711.23256
19-11-2019,2866.3,732.62628
20-11-2019,2815.4,719.61624
21-11-2019,2747.6,702.28656
22-11-2019,2519.5,643.9842
23-11-2019,1340.1,342.52956
24-11-2019,1288.3,329.28948
25-11-2019,2641,675.0396
26-11-2019,2610.8,667.32048
27-11-2019,2729.5,697.6602
28-11-2019,2766.6,707.14296
29-11-2019,2682,685.5192
30-11-2019,1427.4,364.84344
01-12-2019,1397.2,357.12432
02-12-2019,2938.7,751.13172
03-12-2019,2992.9,764.98524
04-12-2019,2974.1,760.17996
05-12-2019,2905.5,742.6458
06-12-2019,2766.7,707.16852
07-12-2019,1609.3,411.33708
08-12-2019,1606.7,410.67252
09-12-2019,2964.4,757.70064
10-12-2019,2814.4,719.36064
11-12-2019,2865.5,732.4218
12-12-2019,2782.3,711.15588
13-12-2019,2497.7,638.41212
14-12-2019,1337.9,341.96724
15-12-2019,1394.2,356.35752
16-12-2019,2653.1,678.13236
17-12-2019,2663.9,680.89284
18-12-2019,2698.9,689.83884
19-12-2019,2633.9,673.22484
20-12-2019,2419.3,618.37308
21-12-2019,1493.7,381.78972
22-12-2019,1471.1,376.01316
23-12-2019,2227.7,569.40012
24-12-2019,1640.1,419.20956
25-12-2019,1192.6,304.82856
26-12-2019,1191.1,304.44516
27-12-2019,1223.8,312.80328
28-12-2019,1203.9,307.71684
29-12-2019,1196.9,305.92764
30-12-2019,1205.3,308.07468
31-12-2019,1161.5,296.8794
