Date (UTC),Energy Consumption,Carbon Emission
16-04-2019,885.8,226.41048
17-04-2019,867.9,221.83524
18-04-2019,834.6,213.32376
19-04-2019,508.3,129.92148
20-04-2019,502.4,128.41344
21-04-2019,494.2,126.31752
22-04-2019,504.9,129.05244
23-04-2019,891.2,227.79072
24-04-2019,892.6,228.14856
25-04-2019,878.6,224.57016
26-04-2019,880.5,225.0558
27-04-2019,524.1,133.95996
28-04-2019,486.4,124.32384
29-04-2019,915,233.874
30-04-2019,912.3,233.18388
01-05-2019,908.1,232.11036
02-05-2019,878.8,224.62128
03-05-2019,874.9,223.62444
04-05-2019,479.9,122.66244
05-05-2019,480.3,122.76468
06-05-2019,516.7,132.06852
07-05-2019,1018.8,260.40528
08-05-2019,1000.2,255.65112
09-05-2019,956.1,244.37916
10-05-2019,870.9,222.60204
11-05-2019,507.8,129.79368
12-05-2019,490.6,125.39736
13-05-2019,906.9,231.80364
14-05-2019,914.9,233.84844
15-05-2019,884.4,226.05264
16-05-2019,892.3,228.07188
17-05-2019,889.5,227.3562
18-05-2019,477.5,122.049
19-05-2019,477.6,122.07456
20-05-2019,874.5,223.5222
21-05-2019,864.8,221.04288
22-05-2019,874.9,223.62444
23-05-2019,908.5,232.2126
24-05-2019,865.5,221.2218
25-05-2019,510.7,130.53492
26-05-2019,511.3,130.68828
27-05-2019,552,141.0912
28-05-2019,946.4,241.89984
29-05-2019,935.2,239.03712
30-05-2019,925.8,236.63448
31-05-2019,922.7,235.84212
01-06-2019,506.2,129.38472
02-06-2019,495,126.522
03-06-2019,902.6,230.70456
04-06-2019,931.5,238.0914
05-06-2019,955.4,244.20024
06-06-2019,960.9,245.60604
07-06-2019,1029.4,263.11464
08-06-2019,663.3,169.53948
09-06-2019,516.3,131.96628
10-06-2019,1080.1,276.07356
11-06-2019,1101.2,281.46672
12-06-2019,921.3,235.48428
13-06-2019,895,228.762
14-06-2019,865.4,221.19624
15-06-2019,489.5,125.1162
16-06-2019,486.2,124.27272
17-06-2019,870.2,222.42312
18-06-2019,898.7,229.70772
19-06-2019,920.2,235.20312
20-06-2019,900.8,230.24448
21-06-2019,879.8,224.87688
22-06-2019,515.1,131.65956
23-06-2019,508.9,130.07484
24-06-2019,977.6,249.87456
25-06-2019,987,252.2772
26-06-2019,966.4,247.01184
27-06-2019,935.2,239.03712
28-06-2019,949.6,242.71776
29-06-2019,647.8,165.57768
30-06-2019,547.1,139.83876
01-07-2019,961.1,245.65716
02-07-2019,927.6,237.09456
03-07-2019,942.6,240.92856
04-07-2019,939.4,240.11064
05-07-2019,956.2,244.40472
06-07-2019,530.1,135.49356
07-07-2019,527.1,134.72676
08-07-2019,929.2,237.50352
09-07-2019,945,241.542
10-07-2019,959.6,245.27376
11-07-2019,940.9,240.49404
12-07-2019,943.8,241.23528
13-07-2019,537.8,137.46168
14-07-2019,534.2,136.54152
15-07-2019,893.9,228.48084
16-07-2019,940.2,240.31512
17-07-2019,941.2,240.57072
18-07-2019,933.2,238.52592
19-07-2019,887.9,226.94724
20-07-2019,507.1,129.61476
21-07-2019,509,130.1004
22-07-2019,988.4,252.63504
23-07-2019,941.8,240.72408
24-07-2019,859.4,219.66264
25-07-2019,1144,292.4064
26-07-2019,888.6,227.12616
27-07-2019,510,130.356
28-07-2019,501.5,128.1834
29-07-2019,826.1,211.15116
30-07-2019,837,213.9372
31-07-2019,887.6,226.87056
01-08-2019,942.5,240.903
02-08-2019,920.5,235.2798
03-08-2019,504.2,128.87352
04-08-2019,500.2,127.85112
05-08-2019,966.9,247.13964
06-08-2019,929.1,237.47796
07-08-2019,997.7,255.01212
08-08-2019,914.8,233.82288
09-08-2019,950.5,242.9478
10-08-2019,538,137.5128
11-08-2019,530.2,135.51912
12-08-2019,898,229.5288
13-08-2019,852.3,217.84788
14-08-2019,856.1,218.81916
15-08-2019,848.8,216.95328
16-08-2019,843.8,215.67528
17-08-2019,481.3,123.02028
18-08-2019,485.9,124.19604
19-08-2019,863,220.5828
20-08-2019,833.7,213.09372
21-08-2019,879.9,224.90244
22-08-2019,877.4,224.26344
23-08-2019,926.9,236.91564
24-08-2019,540.5,138.1518
25-08-2019,576.5,147.3534
26-08-2019,692.4,176.97744
27-08-2019,1033.9,264.26484
28-08-2019,987,252.2772
29-08-2019,901.4,230.39784
30-08-2019,924,236.1744
31-08-2019,496.2,126.82872
01-09-2019,488.2,124.78392
02-09-2019,869.2,222.16752
03-09-2019,891.6,227.89296
04-09-2019,875.8,223.85448
05-09-2019,875,223.65
06-09-2019,870.6,222.52536
07-09-2019,499.7,127.72332
08-09-2019,482.8,123.40368
09-09-2019,911.1,232.87716
10-09-2019,864.3,220.91508
11-09-2019,881.3,225.26028
12-09-2019,903.4,230.90904
13-09-2019,793.9,202.92084
14-09-2019,471.5,120.5154
15-09-2019,468.6,119.77416
16-09-2019,823.8,210.56328
17-09-2019,822.6,210.25656
18-09-2019,839.3,214.52508
19-09-2019,832.4,212.76144
20-09-2019,811.6,207.44496
21-09-2019,486,124.2216
22-09-2019,489.8,125.19288
23-09-2019,821,209.8476
24-09-2019,843,215.4708
25-09-2019,914.9,233.84844
26-09-2019,918.4,234.74304
27-09-2019,904,231.0624
28-09-2019,517.4,132.24744
29-09-2019,511.6,130.76496
30-09-2019,890.5,227.6118
01-10-2019,777.8,198.80568
02-10-2019,799.2,204.27552
03-10-2019,802.4,205.09344
04-10-2019,759.6,194.15376
05-10-2019,503.9,128.79684
06-10-2019,502.2,128.36232
07-10-2019,770.8,197.01648
08-10-2019,873.6,223.29216
09-10-2019,876,223.9056
10-10-2019,861.1,220.09716
11-10-2019,883.8,225.89928
12-10-2019,514.8,131.58288
13-10-2019,510.3,130.43268
14-10-2019,905.3,231.39468
15-10-2019,916.4,234.23184
16-10-2019,896.5,229.1454
17-10-2019,888.3,227.04948
18-10-2019,879.9,224.90244
19-10-2019,498.8,127.49328
20-10-2019,495.3,126.59868
21-10-2019,923,235.9188
22-10-2019,893.1,228.27636
23-10-2019,890.1,227.50956
24-10-2019,937.4,239.59944
25-10-2019,921.5,235.5354
26-10-2019,499.1,127.56996
27-10-2019,486.3,124.29828
28-10-2019,919.2,234.94752
29-10-2019,953.7,243.76572
30-10-2019,896.9,229.24764
31-10-2019,888.2,227.02392
01-11-2019,907.3,231.90588
02-11-2019,545.4,139.40424
03-11-2019,544,139.0464
04-11-2019,985,251.766
05-11-2019,946.6,241.95096
06-11-2019,936.5,239.3694
07-11-2019,906.7,231.75252
08-11-2019,926.6,236.83896
09-11-2019,565.6,144.56736
10-11-2019,566.5,144.7974
11-11-2019,1071.8,273.95208
12-11-2019,1002,256.1112
13-11-2019,1031.7,263.70252
14-11-2019,1020.2,260.76312
15-11-2019,974.6,249.10776
16-11-2019,534.2,136.54152
17-11-2019,543.1,138.81636
18-11-2019,984.6,251.66376
19-11-2019,1003.6,256.52016
20-11-2019,1006.7,257.31252
21-11-2019,978.2,250.02792
22-11-2019,920.2,235.20312
23-11-2019,570.5,145.8198
24-11-2019,569.4,145.53864
25-11-2019,931.8,238.16808
26-11-2019,966.1,246.93516
27-11-2019,945.7,241.72092
28-11-2019,903.4,230.90904
29-11-2019,917.6,234.53856
30-11-2019,654.4,167.26464
01-12-2019,741.4,189.50184
02-12-2019,1044.2,266.89752
03-12-2019,1045.3,267.17868
04-12-2019,927.5,237.069
05-12-2019,1003.8,256.57128
06-12-2019,906.1,231.59916
07-12-2019,596,152.3376
08-12-2019,594.6,151.97976
09-12-2019,952.8,243.53568
10-12-2019,958.3,244.94148
11-12-2019,953,243.5868
12-12-2019,973,248.6988
13-12-2019,923.6,236.07216
14-12-2019,573.5,146.5866
15-12-2019,623.2,159.28992
16-12-2019,989,252.7884
17-12-2019,947.3,242.12988
18-12-2019,903.3,230.88348
19-12-2019,872.7,223.06212
20-12-2019,830.2,212.19912
21-12-2019,582.6,148.91256
22-12-2019,579,147.9924
23-12-2019,832.1,212.68476
24-12-2019,644.2,164.65752
25-12-2019,576.5,147.3534
26-12-2019,614,156.9384
27-12-2019,622.5,159.111
28-12-2019,581.4,148.60584
29-12-2019,578.6,147.89016
30-12-2019,584.5,149.3982
31-12-2019,577.8,147.68568
