Date (UTC),Energy Consumption,Carbon Emission
10-05-2019,2962.6,757.241
11-05-2019,2334.8,596.775
12-05-2019,1895.6,484.515
13-05-2019,2961.6,756.985
14-05-2019,3058.2,781.676
15-05-2019,3199.6,817.818
16-05-2019,3081.6,787.657
17-05-2019,3056.4,781.216
18-05-2019,2355,601.938
19-05-2019,1906.4,487.276
20-05-2019,3206,819.454
21-05-2019,3312.8,846.752
22-05-2019,3415.6,873.027
23-05-2019,3455.8,883.302
24-05-2019,3347.6,855.647
25-05-2019,2598.4,664.151
26-05-2019,2006.4,512.836
27-05-2019,2516,643.090
28-05-2019,3048.8,779.273
29-05-2019,2958.6,756.218
30-05-2019,3247.2,829.984
31-05-2019,2987.4,763.579
01-06-2019,2470.6,631.485
02-06-2019,1772.8,453.128
03-06-2019,3000,766.800
04-06-2019,2890.6,738.837
05-06-2019,2947.2,753.304
06-06-2019,2907.4,743.131
07-06-2019,2789.2,712.920
08-06-2019,2184,558.230
09-06-2019,1742.4,445.357
10-06-2019,2857.8,730.454
11-06-2019,2750.6,703.053
12-06-2019,2758,704.945
13-06-2019,2755.6,704.331
14-06-2019,2670,682.452
15-06-2019,2175.4,556.032
16-06-2019,1730.2,442.239
17-06-2019,2678.4,684.599
18-06-2019,2790.8,713.328
19-06-2019,2747.6,702.287
20-06-2019,2762,705.967
21-06-2019,2728.6,697.430
22-06-2019,2580.4,659.550
23-06-2019,1807.6,462.023
24-06-2019,2855,729.738
25-06-2019,2843.4,726.773
26-06-2019,2762.2,706.018
27-06-2019,2746.8,702.082
28-06-2019,2772,708.523
29-06-2019,1815.4,464.016
30-06-2019,1774.4,453.537
01-07-2019,2712.8,693.392
02-07-2019,2717,694.465
03-07-2019,2721.4,695.590
04-07-2019,2714.6,693.852
05-07-2019,2782.4,711.181
06-07-2019,1731.2,442.495
07-07-2019,1659,424.040
08-07-2019,2713,693.443
09-07-2019,2862.8,731.732
10-07-2019,2979.8,761.637
11-07-2019,2991.8,764.704
12-07-2019,2852.6,729.125
13-07-2019,1752.6,447.965
14-07-2019,1722.2,440.194
15-07-2019,2749.2,702.696
16-07-2019,2942.2,752.026
17-07-2019,2922.2,746.914
18-07-2019,2876.2,735.157
19-07-2019,2690.2,687.615
20-07-2019,1742.8,445.460
21-07-2019,1678.6,429.050
22-07-2019,2815,719.514
23-07-2019,2889.8,738.633
24-07-2019,2776.2,709.597
25-07-2019,2865.2,732.345
26-07-2019,2742.8,701.060
27-07-2019,1855.4,474.240
28-07-2019,1725,440.910
29-07-2019,2686.8,686.746
30-07-2019,2737.2,699.628
31-07-2019,2776.8,709.750
01-08-2019,2656,678.874
02-08-2019,2392.8,611.600
03-08-2019,1509.2,385.752
04-08-2019,1519,388.256
05-08-2019,2409.6,615.894
06-08-2019,2442.2,624.226
07-08-2019,2330.6,595.701
08-08-2019,2299,587.624
09-08-2019,2365.4,604.596
10-08-2019,1600.2,409.011
11-08-2019,1552.2,396.742
12-08-2019,2306.4,589.516
13-08-2019,2259.8,577.605
14-08-2019,2146.8,548.722
15-08-2019,1861.4,475.774
16-08-2019,1864,476.438
17-08-2019,1473.2,376.550
18-08-2019,1488.2,380.384
19-08-2019,1858.6,475.058
20-08-2019,1913,488.963
21-08-2019,1811.6,463.045
22-08-2019,1767,451.645
23-08-2019,1730.4,442.290
24-08-2019,1501.4,383.758
25-08-2019,1457,372.409
26-08-2019,1411.4,360.754
27-08-2019,1712.8,437.792
28-08-2019,1769.8,452.361
29-08-2019,1745.2,446.073
30-08-2019,1721.2,439.939
31-08-2019,1494.2,381.918
01-09-2019,1478.8,377.981
02-09-2019,1713.6,437.996
03-09-2019,1756.8,449.038
04-09-2019,1992.6,509.309
05-09-2019,2237.2,571.828
06-09-2019,2236.8,571.726
07-09-2019,1641,419.440
08-09-2019,1428.2,365.048
09-09-2019,2263,578.423
10-09-2019,2466.4,630.412
11-09-2019,2601.8,665.020
12-09-2019,2821.6,721.201
13-09-2019,3277.6,837.755
14-09-2019,2252.2,575.662
15-09-2019,1657.8,423.734
16-09-2019,3773.6,964.532
17-09-2019,3384.4,865.053
18-09-2019,3321.8,849.052
19-09-2019,3364.6,859.992
20-09-2019,3132.4,800.641
21-09-2019,2021,516.568
22-09-2019,1729.8,442.137
23-09-2019,3744.6,957.120
24-09-2019,3853.8,985.031
25-09-2019,3741.4,956.302
26-09-2019,3788.2,968.264
27-09-2019,3653.8,933.911
28-09-2019,2217.6,566.819
29-09-2019,1786.4,456.604
30-09-2019,3543.4,905.693
01-10-2019,3779.4,966.015
02-10-2019,3625.6,926.703
03-10-2019,3574.4,913.617
04-10-2019,3634,928.850
05-10-2019,3007.2,768.640
06-10-2019,2880,736.128
07-10-2019,3724.8,952.059
08-10-2019,3701.8,946.180
09-10-2019,3557.2,909.220
10-10-2019,3484.8,890.715
11-10-2019,3402.4,869.653
12-10-2019,2742.8,701.060
13-10-2019,2652,677.851
14-10-2019,3537.6,904.211
15-10-2019,3733.2,954.206
16-10-2019,3764.6,962.232
17-10-2019,3774.4,964.737
18-10-2019,2887.2,737.968
19-10-2019,1924.6,491.928
20-10-2019,2652.6,678.005
21-10-2019,3462.8,885.092
22-10-2019,3539.2,904.620
23-10-2019,3595.8,919.086
24-10-2019,3619.8,925.221
25-10-2019,2835.4,724.728
26-10-2019,1938,495.353
27-10-2019,2858,730.505
28-10-2019,3558,909.425
29-10-2019,3453.8,882.791
30-10-2019,3409.2,871.392
31-10-2019,3493.4,892.913
01-11-2019,2766,706.990
02-11-2019,2005.2,512.529
03-11-2019,2750.4,703.002
04-11-2019,3459,884.120
05-11-2019,3658.2,935.036
06-11-2019,3545.2,906.153
07-11-2019,3631.4,928.186
08-11-2019,2951.4,754.378
09-11-2019,2557.2,653.620
10-11-2019,2785,711.846
11-11-2019,3409.8,871.545
12-11-2019,3365.8,860.298
13-11-2019,2711.4,693.034
14-11-2019,2736.8,699.526
15-11-2019,2794.2,714.198
16-11-2019,2189.8,559.713
17-11-2019,1998.8,510.893
18-11-2019,2994.2,765.318
19-11-2019,3246.6,829.831
20-11-2019,3109.8,794.865
21-11-2019,3388.6,866.126
22-11-2019,3646.8,932.122
23-11-2019,2637.8,674.222
24-11-2019,2986,763.222
25-11-2019,4622.4,1181.485
26-11-2019,5686.6,1453.495
27-11-2019,4939.8,1262.613
28-11-2019,5985.2,1529.817
29-11-2019,5644.8,1442.811
30-11-2019,4942.4,1263.277
01-12-2019,6254,1598.522
02-12-2019,5667.4,1448.587
03-12-2019,4989.4,1275.291
04-12-2019,5074.8,1297.119
05-12-2019,5089.4,1300.851
06-12-2019,3096.2,791.389
07-12-2019,1834.8,468.975
08-12-2019,2958.4,756.167
09-12-2019,4245.4,1085.124
10-12-2019,4183.2,1069.226
11-12-2019,4258.2,1088.396
12-12-2019,4620.2,1180.923
13-12-2019,4353.2,1112.678
14-12-2019,2665.2,681.225
15-12-2019,2242.8,573.260
16-12-2019,3676.2,939.637
17-12-2019,4217,1077.865
18-12-2019,4010.8,1025.160
19-12-2019,3994,1020.866
20-12-2019,3819.2,976.188
21-12-2019,1929,493.052
22-12-2019,1858.2,474.956
23-12-2019,3556.8,909.118
24-12-2019,2481.6,634.297
25-12-2019,2275.4,581.592
26-12-2019,2232.4,570.601
27-12-2019,2135.2,545.757
28-12-2019,1911.4,488.554
29-12-2019,1781.6,455.377
30-12-2019,2452.6,626.885
31-12-2019,2463,629.543
