Date (UTC),Energy Consumption,Carbon Emission
05-04-2019,2288.6,584.96616
06-04-2019,2199.3,562.14108
07-04-2019,2275.4,581.59224
08-04-2019,2260.9,577.88604
09-04-2019,2184.8,558.43488
10-04-2019,2080.6,531.80136
11-04-2019,2032.8,519.58368
12-04-2019,2009.8,513.70488
13-04-2019,2020.7,516.49092
14-04-2019,2059.9,526.51044
15-04-2019,2037.2,520.70832
16-04-2019,1983.3,506.93148
17-04-2019,1857.5,474.777
18-04-2019,1832.6,468.41256
19-04-2019,1725.7,441.08892
20-04-2019,1717.2,438.91632
21-04-2019,1690,431.964
22-04-2019,1842.5,470.943
23-04-2019,1753,448.0668
24-04-2019,1798.2,459.61992
25-04-2019,1942.4,496.47744
26-04-2019,1966.4,502.61184
27-04-2019,1992.4,509.25744
28-04-2019,2001.5,511.5834
29-04-2019,2075,530.37
30-04-2019,2068.5,528.7086
01-05-2019,2048.3,523.54548
02-05-2019,2173.4,555.52104
03-05-2019,2145.4,548.36424
04-05-2019,2122.8,542.58768
05-05-2019,2148.4,549.13104
06-05-2019,2294.6,586.49976
07-05-2019,2246.9,574.30764
08-05-2019,2336.4,597.18384
09-05-2019,2240.7,572.72292
10-05-2019,2156.1,551.09916
11-05-2019,2075,530.37
12-05-2019,2118.3,541.43748
13-05-2019,2135.1,545.73156
14-05-2019,2128.9,544.14684
15-05-2019,2156.3,551.15028
16-05-2019,2069.8,529.04088
17-05-2019,2069,528.8364
18-05-2019,2026.7,518.02452
19-05-2019,2025.6,517.74336
20-05-2019,2042.4,522.03744
21-05-2019,2021.3,516.64428
22-05-2019,2023.6,517.23216
23-05-2019,2003.4,512.06904
24-05-2019,1946.1,497.42316
25-05-2019,1849.1,472.62996
26-05-2019,1860.2,475.46712
27-05-2019,1919.9,490.72644
28-05-2019,1968.3,503.09748
29-05-2019,1925.7,492.20892
30-05-2019,1870.7,478.15092
31-05-2019,1873.3,478.81548
01-06-2019,1802.9,460.82124
02-06-2019,1866.5,477.0774
03-06-2019,1883.2,481.34592
04-06-2019,1956.2,500.00472
05-06-2019,1900.7,485.81892
06-06-2019,1846.8,472.04208
07-06-2019,1862.7,476.10612
08-06-2019,1767.1,451.67076
09-06-2019,1788.9,457.24284
10-06-2019,1821.8,465.65208
11-06-2019,1768.8,452.10528
12-06-2019,1719,439.3764
13-06-2019,1738.2,444.28392
14-06-2019,1632.7,417.31812
15-06-2019,1554.1,397.22796
16-06-2019,1346.1,344.06316
17-06-2019,1233.4,315.25704
18-06-2019,1235.9,315.89604
19-06-2019,1251.7,319.93452
20-06-2019,1254.5,320.6502
21-06-2019,1186.7,303.32052
22-06-2019,1111.2,284.02272
23-06-2019,1206.6,308.40696
24-06-2019,1305.9,333.78804
25-06-2019,1268.5,324.2286
26-06-2019,1299.7,332.20332
27-06-2019,1316.4,336.47184
28-06-2019,1313.8,335.80728
29-06-2019,1295.3,331.07868
30-06-2019,1424.3,364.05108
01-07-2019,1477.5,377.649
02-07-2019,1538.1,393.13836
03-07-2019,1507.5,385.317
04-07-2019,1513,386.7228
05-07-2019,1652.6,422.40456
06-07-2019,1585,405.126
07-07-2019,1532.4,391.68144
08-07-2019,1457.5,372.537
09-07-2019,1442.3,368.65188
10-07-2019,1491.5,381.2274
11-07-2019,1517.4,387.84744
12-07-2019,1480.1,378.31356
13-07-2019,1372.1,350.70876
14-07-2019,1388.1,354.79836
15-07-2019,1353.2,345.87792
16-07-2019,1309.2,334.63152
17-07-2019,1361.8,348.07608
18-07-2019,1379,352.4724
19-07-2019,1367.3,349.48188
20-07-2019,1339.2,342.29952
21-07-2019,1351.7,345.49452
22-07-2019,1332.9,340.68924
23-07-2019,1363.4,348.48504
24-07-2019,1374.8,351.39888
25-07-2019,1397.6,357.22656
26-07-2019,1403.2,358.65792
27-07-2019,1393.3,356.12748
28-07-2019,1384,353.7504
29-07-2019,1315.7,336.29292
30-07-2019,1299.5,332.1522
31-07-2019,1295.1,331.02756
01-08-2019,1298,331.7688
02-08-2019,1278,326.6568
03-08-2019,1268.8,324.30528
04-08-2019,1278.9,326.88684
05-08-2019,1263.4,322.92504
06-08-2019,1219.3,311.65308
07-08-2019,1195.1,305.46756
08-08-2019,1184.9,302.86044
09-08-2019,1157,295.7292
10-08-2019,1175.2,300.38112
11-08-2019,1125,287.55
12-08-2019,1136,290.3616
13-08-2019,1114.8,284.94288
14-08-2019,1126.1,287.83116
15-08-2019,1150.3,294.01668
16-08-2019,1179.8,301.55688
17-08-2019,1127.5,288.189
18-08-2019,1120.6,286.42536
19-08-2019,1115.5,285.1218
20-08-2019,1136.7,290.54052
21-08-2019,1125.9,287.78004
22-08-2019,1119.3,286.09308
23-08-2019,1095.2,279.93312
24-08-2019,1048.8,268.07328
25-08-2019,1057.9,270.39924
26-08-2019,1050.8,268.58448
27-08-2019,1081.4,276.40584
28-08-2019,1070.6,273.64536
29-08-2019,1095.1,279.90756
30-08-2019,1080.2,276.09912
31-08-2019,1071.7,273.92652
01-09-2019,1089.6,278.50176
02-09-2019,1062.9,271.67724
03-09-2019,1066.6,272.62296
04-09-2019,1044.9,267.07644
05-09-2019,1049.9,268.35444
06-09-2019,1159.4,296.34264
07-09-2019,1116,285.2496
08-09-2019,1102.4,281.77344
09-09-2019,1226.7,313.54452
10-09-2019,1079.1,275.81796
11-09-2019,1065.3,272.29068
12-09-2019,1034,264.2904
13-09-2019,1054,269.4024
14-09-2019,1325.5,338.7978
15-09-2019,1620.3,414.14868
16-09-2019,1711.2,437.38272
17-09-2019,1737.7,444.15612
18-09-2019,1731.1,442.46916
19-09-2019,1855.3,474.21468
20-09-2019,1762.8,450.57168
21-09-2019,1860.7,475.59492
22-09-2019,1941.1,496.14516
23-09-2019,1906.8,487.37808
24-09-2019,2002.7,511.89012
25-09-2019,1944.3,496.96308
26-09-2019,2016.9,515.51964
27-09-2019,1908.3,487.76148
28-09-2019,1983.8,507.05928
29-09-2019,2143.9,547.98084
30-09-2019,2173,555.4188
01-10-2019,2193.8,560.73528
02-10-2019,2305.2,589.20912
03-10-2019,2367.8,605.20968
04-10-2019,2282.5,583.407
05-10-2019,2111.5,539.6994
06-10-2019,2291.4,585.68184
07-10-2019,2437.4,622.99944
08-10-2019,2297.5,587.241
09-10-2019,2259.6,577.55376
10-10-2019,2364.8,604.44288
11-10-2019,2235.8,571.47048
12-10-2019,2125,543.15
13-10-2019,2252.4,575.71344
14-10-2019,2377,607.5612
15-10-2019,2261,577.9116
16-10-2019,2298.3,587.44548
17-10-2019,2394.3,611.98308
18-10-2019,2242.8,573.25968
19-10-2019,2200.3,562.39668
20-10-2019,2382.7,609.01812
21-10-2019,2387.4,610.21944
22-10-2019,2367.5,605.133
23-10-2019,2321.7,593.42652
24-10-2019,2419.6,618.44976
25-10-2019,2266.6,579.34296
26-10-2019,2254.5,576.2502
27-10-2019,2330.2,595.59912
28-10-2019,2408,615.4848
29-10-2019,2420.9,618.78204
30-10-2019,2389.3,610.70508
31-10-2019,2364.2,604.28952
01-11-2019,2325.6,594.42336
02-11-2019,2300.7,588.05892
03-11-2019,2494.5,637.5942
04-11-2019,2560.1,654.36156
05-11-2019,2549.5,651.6522
06-11-2019,2660,679.896
07-11-2019,2515.4,642.93624
08-11-2019,2422.9,619.29324
09-11-2019,2357.2,602.50032
10-11-2019,2456.5,627.8814
11-11-2019,2555.2,653.10912
12-11-2019,2592.6,662.66856
13-11-2019,2552.9,652.52124
14-11-2019,2558.5,653.9526
15-11-2019,2483.1,634.68036
16-11-2019,2321.1,593.27316
17-11-2019,2405,614.718
18-11-2019,2565.3,655.69068
19-11-2019,2619.8,669.62088
20-11-2019,2524.4,645.23664
21-11-2019,2607.4,666.45144
22-11-2019,2633.7,673.17372
23-11-2019,2458.7,628.44372
24-11-2019,2563.8,655.30728
25-11-2019,2673.7,683.39772
26-11-2019,2611.2,667.42272
27-11-2019,2613.7,668.06172
28-11-2019,2600.1,664.58556
29-11-2019,2457.9,628.23924
30-11-2019,2481,634.1436
01-12-2019,2605.2,665.88912
02-12-2019,2700.1,690.14556
03-12-2019,2545.4,650.60424
04-12-2019,2483.9,634.88484
05-12-2019,2630.1,672.25356
06-12-2019,2536.5,648.3294
07-12-2019,2327,594.7812
08-12-2019,2506.2,640.58472
09-12-2019,2554.8,653.00688
10-12-2019,2620.7,669.85092
11-12-2019,2542.4,649.83744
12-12-2019,2522.8,644.82768
13-12-2019,2375.6,607.20336
14-12-2019,2184.5,558.3582
15-12-2019,2147,548.7732
16-12-2019,2044.7,522.62532
17-12-2019,1991,508.8996
18-12-2019,1847.7,472.27212
19-12-2019,1929.8,493.25688
20-12-2019,1840,470.304
21-12-2019,1789.3,457.34508
22-12-2019,1812.4,463.24944
23-12-2019,1697.5,433.881
24-12-2019,1637.5,418.545
25-12-2019,1550.7,396.35892
26-12-2019,1537.6,393.01056
27-12-2019,1630.3,416.70468
28-12-2019,1690.7,432.14292
29-12-2019,1677.4,428.74344
30-12-2019,1768,451.9008
31-12-2019,1854.1,473.90796
