Date (UTC),Energy Consumption,Carbon Emission
06-03-2019,2287.6,584.71056
07-03-2019,2343.8,599.07528
08-03-2019,2159.6,551.99376
09-03-2019,1599.6,408.85776
10-03-2019,1212.2,309.83832
11-03-2019,2213.4,565.74504
12-03-2019,2373.4,606.64104
13-03-2019,2342,598.6152
14-03-2019,2433,621.8748
15-03-2019,2216.8,566.61408
16-03-2019,1493.2,381.66192
17-03-2019,1491.4,381.20184
18-03-2019,2416,617.5296
19-03-2019,2479,633.6324
20-03-2019,2337,597.3372
21-03-2019,2417.2,617.83632
22-03-2019,2284.8,583.99488
23-03-2019,1488.6,380.48616
24-03-2019,1493.4,381.71304
25-03-2019,2401.6,613.84896
26-03-2019,2452.2,626.78232
27-03-2019,2396.2,612.46872
28-03-2019,2486.2,635.47272
29-03-2019,2335.4,596.92824
30-03-2019,1528.4,390.65904
31-03-2019,1513.4,386.82504
01-04-2019,2379.4,608.17464
02-04-2019,2416.2,617.58072
03-04-2019,2309.2,590.23152
04-04-2019,2414,617.0184
05-04-2019,2207.8,564.31368
06-04-2019,1506,384.9336
07-04-2019,1475,377.01
08-04-2019,2156.4,551.17584
09-04-2019,2216.2,566.46072
10-04-2019,2129.8,544.37688
11-04-2019,2171.2,554.95872
12-04-2019,2070.8,529.29648
13-04-2019,1412.6,361.06056
14-04-2019,1415.4,361.77624
15-04-2019,2037.8,520.86168
16-04-2019,2082.6,532.31256
17-04-2019,2066.2,528.12072
18-04-2019,1939.6,495.76176
19-04-2019,1249.8,319.44888
20-04-2019,1234,315.4104
21-04-2019,1231.6,314.79696
22-04-2019,1240.8,317.14848
23-04-2019,1928.6,492.95016
24-04-2019,1920.4,490.85424
25-04-2019,1973.4,504.40104
26-04-2019,1946.2,497.44872
27-04-2019,1269.4,324.45864
28-04-2019,1238.8,316.63728
29-04-2019,2219.8,567.38088
30-04-2019,2089,533.9484
01-05-2019,2091.8,534.66408
02-05-2019,2101.6,537.16896
03-05-2019,1928.2,492.84792
04-05-2019,1182.6,302.27256
05-05-2019,1162.6,297.16056
06-05-2019,1161.4,296.85384
07-05-2019,2099.2,536.55552
08-05-2019,2091.6,534.61296
09-05-2019,2219.8,567.38088
10-05-2019,2024,517.3344
11-05-2019,1218.4,311.42304
12-05-2019,1210.4,309.37824
13-05-2019,2068.6,528.73416
14-05-2019,2038.2,520.96392
15-05-2019,1970.2,503.58312
16-05-2019,2029.4,518.71464
17-05-2019,1919.4,490.59864
18-05-2019,1231.6,314.79696
19-05-2019,1197.6,306.10656
20-05-2019,2008.8,513.44928
21-05-2019,1996.4,510.27984
22-05-2019,2012.6,514.42056
23-05-2019,2088.2,533.74392
24-05-2019,1978,505.5768
25-05-2019,1302.2,332.84232
26-05-2019,1290.4,329.82624
27-05-2019,1263,322.8228
28-05-2019,1920,490.752
29-05-2019,1880.6,480.68136
30-05-2019,1877.8,479.96568
31-05-2019,1807.4,461.97144
01-06-2019,1067.2,272.77632
02-06-2019,1079.6,275.94576
03-06-2019,1781.8,455.42808
04-06-2019,1733.2,443.00592
05-06-2019,1693.2,432.78192
06-06-2019,1675.8,428.33448
07-06-2019,1761.2,450.16272
08-06-2019,1105.6,282.59136
09-06-2019,1065.2,272.26512
10-06-2019,1831.8,468.20808
11-06-2019,1773,453.1788
12-06-2019,1704.6,435.69576
13-06-2019,1756.8,449.03808
14-06-2019,1853,473.6268
15-06-2019,1089.2,278.39952
16-06-2019,1080.6,276.20136
17-06-2019,1876,479.5056
18-06-2019,1799.8,460.02888
19-06-2019,1770.6,452.56536
20-06-2019,1800.8,460.28448
21-06-2019,1794.4,458.64864
22-06-2019,1338.8,342.19728
23-06-2019,1111.8,284.17608
24-06-2019,2005.6,512.63136
25-06-2019,1982.2,506.65032
26-06-2019,1805.8,461.56248
27-06-2019,1916,489.7296
28-06-2019,1753.8,448.27128
29-06-2019,1209,309.0204
30-06-2019,1190.4,304.26624
01-07-2019,1797.8,459.51768
02-07-2019,1828,467.2368
03-07-2019,1813.2,463.45392
04-07-2019,1866.2,477.00072
05-07-2019,1817.6,464.57856
06-07-2019,1215.6,310.70736
07-07-2019,1146.2,292.96872
08-07-2019,1760.8,450.06048
09-07-2019,1838,469.7928
10-07-2019,1803.8,461.05128
11-07-2019,1879.8,480.47688
12-07-2019,1848.8,472.55328
13-07-2019,1081.8,276.50808
14-07-2019,1073.8,274.46328
15-07-2019,1775,453.69
16-07-2019,1824.8,466.41888
17-07-2019,1907.8,487.63368
18-07-2019,1935,494.586
19-07-2019,1827.8,467.18568
20-07-2019,1122.8,286.98768
21-07-2019,1108.2,283.25592
22-07-2019,1927,492.5412
23-07-2019,1960.4,501.07824
24-07-2019,2090.4,534.30624
25-07-2019,1977,505.3212
26-07-2019,1932.4,493.92144
27-07-2019,1271.6,325.02096
28-07-2019,1146.2,292.96872
29-07-2019,1958.2,500.51592
30-07-2019,2011.4,514.11384
31-07-2019,1856.4,474.49584
01-08-2019,1945.8,497.34648
02-08-2019,1833.6,468.66816
03-08-2019,1203.6,307.64016
04-08-2019,1198.2,306.25992
05-08-2019,1842,470.8152
06-08-2019,1853.2,473.67792
07-08-2019,1892.2,483.64632
08-08-2019,1900.2,485.69112
09-08-2019,1896.4,484.71984
10-08-2019,1201.4,307.07784
11-08-2019,1195.8,305.64648
12-08-2019,1887,482.3172
13-08-2019,1823.8,466.16328
14-08-2019,1711,437.3316
15-08-2019,1809,462.3804
16-08-2019,1760.8,450.06048
17-08-2019,1189.6,304.06176
18-08-2019,1152.4,294.55344
19-08-2019,1769.2,452.20752
20-08-2019,1666.8,426.03408
21-08-2019,1774.8,453.63888
22-08-2019,1743.4,445.61304
23-08-2019,1757.4,449.19144
24-08-2019,1099.2,280.95552
25-08-2019,1109.2,283.51152
26-08-2019,1735.6,443.61936
27-08-2019,1846.2,471.88872
28-08-2019,1912.2,488.75832
29-08-2019,1802.6,460.74456
30-08-2019,1855.4,474.24024
31-08-2019,1124,287.2944
01-09-2019,1106.2,282.74472
02-09-2019,1840,470.304
03-09-2019,1752.4,447.91344
04-09-2019,1697,433.7532
05-09-2019,1887,482.3172
06-09-2019,1855.2,474.18912
07-09-2019,1247.4,318.83544
08-09-2019,1241.8,317.40408
09-09-2019,2065.8,528.01848
10-09-2019,1823,465.9588
11-09-2019,1697.6,433.90656
12-09-2019,1819.2,464.98752
13-09-2019,1930.6,493.46136
14-09-2019,1382.2,353.29032
15-09-2019,1293.6,330.64416
16-09-2019,2083.4,532.51704
17-09-2019,2053.8,524.95128
18-09-2019,2037.4,520.75944
19-09-2019,2111.2,539.62272
20-09-2019,2041.6,521.83296
21-09-2019,1213.4,310.14504
22-09-2019,1203.8,307.69128
23-09-2019,2109,539.0604
24-09-2019,2293.8,586.29528
25-09-2019,2304.4,589.00464
26-09-2019,2290.6,585.47736
27-09-2019,2185.6,558.63936
28-09-2019,1195.8,305.64648
29-09-2019,1195.6,305.59536
30-09-2019,2272.6,580.87656
01-10-2019,2369,605.5164
02-10-2019,2267.6,579.59856
03-10-2019,2375.6,607.20336
04-10-2019,2221,567.6876
05-10-2019,1940.4,495.96624
06-10-2019,1793,458.2908
07-10-2019,2225.8,568.91448
08-10-2019,2270.2,580.26312
09-10-2019,2220,567.432
10-10-2019,2275.8,581.69448
11-10-2019,2171.6,555.06096
12-10-2019,1732,442.6992
13-10-2019,1702.4,435.13344
14-10-2019,2347,599.8932
15-10-2019,2367.4,605.10744
16-10-2019,2200.6,562.47336
17-10-2019,2402,613.9512
18-10-2019,2177.4,556.54344
19-10-2019,1340.8,342.70848
20-10-2019,1277.6,326.55456
21-10-2019,2258.8,577.34928
22-10-2019,2206.6,564.00696
23-10-2019,2067.6,528.47856
24-10-2019,2162.6,552.76056
25-10-2019,2021.2,516.61872
26-10-2019,1308,334.3248
27-10-2019,1252.2,320.06232
28-10-2019,2162.8,552.81168
29-10-2019,2273.8,581.18328
30-10-2019,2198.8,562.01328
31-10-2019,2232.6,570.65256
01-11-2019,2099,536.5044
02-11-2019,1306.6,333.96696
03-11-2019,1253,320.2668
04-11-2019,2054.6,525.15576
05-11-2019,2086.6,533.33496
06-11-2019,2105.2,538.08912
07-11-2019,2282.8,583.48368
08-11-2019,2141.6,547.39296
09-11-2019,1593.6,407.32416
10-11-2019,1353,345.8268
11-11-2019,2270.4,580.31424
12-11-2019,2352.2,601.22232
13-11-2019,2280.4,582.87024
14-11-2019,2374,606.7944
15-11-2019,2216.2,566.46072
16-11-2019,1394,356.3064
17-11-2019,1377.4,352.06344
18-11-2019,2324.6,594.16776
19-11-2019,2348.6,600.30216
20-11-2019,2181.4,557.56584
21-11-2019,2304.2,588.95352
22-11-2019,2120.6,542.02536
23-11-2019,1424.4,364.07664
24-11-2019,1401.2,358.14672
25-11-2019,2270.2,580.26312
26-11-2019,2326.2,594.57672
27-11-2019,2146.6,548.67096
28-11-2019,2038.2,520.96392
29-11-2019,1870.8,478.17648
30-11-2019,1288,329.2128
01-12-2019,1234.6,315.56376
02-12-2019,1945.4,497.24424
03-12-2019,2053.4,524.84904
04-12-2019,2103.6,537.68016
05-12-2019,2384.2,609.40152
06-12-2019,2068.8,528.78528
07-12-2019,1246.6,318.63096
08-12-2019,1244.2,318.01752
09-12-2019,1910.2,488.24712
10-12-2019,2100.8,536.96448
11-12-2019,2085,532.926
12-12-2019,2288,584.8128
13-12-2019,2302,588.3912
14-12-2019,1674.6,428.02776
15-12-2019,1423.2,363.76992
16-12-2019,1841.6,470.71296
17-12-2019,1976,505.0656
18-12-2019,2044.2,522.49752
19-12-2019,1516.2,387.54072
20-12-2019,1499.6,383.29776
21-12-2019,1257.2,321.34032
22-12-2019,1231.8,314.84808
23-12-2019,1738.4,444.33504
24-12-2019,1174.4,300.17664
25-12-2019,1110.2,283.76712
26-12-2019,1107.4,283.05144
27-12-2019,1111.6,284.12496
28-12-2019,1069.6,273.38976
29-12-2019,1075.6,274.92336
30-12-2019,1107,282.9492
31-12-2019,1102.2,281.72232
