Date (UTC),Energy Consumption,Carbon Emission
15-08-2019,1879.7,480.45132
16-08-2019,1850.4,472.96224
17-08-2019,1679.6,429.30576
18-08-2019,1622.7,414.76212
19-08-2019,1906.9,487.40364
20-08-2019,1837.1,469.56276
21-08-2019,1852.9,473.60124
22-08-2019,1836.3,469.35828
23-08-2019,1825.1,466.49556
24-08-2019,1455.1,371.92356
25-08-2019,1303.8,333.25128
26-08-2019,934.6,238.88376
27-08-2019,1537.6,393.01056
28-08-2019,1526.7,390.22452
29-08-2019,1486.2,379.87272
30-08-2019,1500.4,383.50224
31-08-2019,1292.7,330.41412
01-09-2019,1227.1,313.64676
02-09-2019,1483.1,379.08036
03-09-2019,1511.2,386.26272
04-09-2019,1526.7,390.22452
05-09-2019,1489.8,380.79288
06-09-2019,1467.1,374.99076
07-09-2019,1214.6,310.45176
08-09-2019,1235.7,315.84492
09-09-2019,1533.6,391.98816
10-09-2019,1532.6,391.73256
11-09-2019,1551.1,396.46116
12-09-2019,1518.5,388.1286
13-09-2019,1526.7,390.22452
14-09-2019,1298.9,331.99884
15-09-2019,1257.9,321.51924
16-09-2019,1673.8,427.82328
17-09-2019,1674.1,427.89996
18-09-2019,1598.6,408.60216
19-09-2019,1654.5,422.8902
20-09-2019,1612.3,412.10388
21-09-2019,1262.7,322.74612
22-09-2019,1250.6,319.65336
23-09-2019,1689.3,431.78508
24-09-2019,1679.4,429.25464
25-09-2019,1709.3,436.89708
26-09-2019,1696.6,433.65096
27-09-2019,1644.3,420.28308
28-09-2019,1299.1,332.04996
29-09-2019,1292.1,330.26076
30-09-2019,1698.5,434.1366
01-10-2019,1684.4,430.53264
02-10-2019,1693,432.7308
03-10-2019,1761.9,450.34164
04-10-2019,1710.4,437.17824
05-10-2019,1311.4,335.19384
06-10-2019,1333.3,340.79148
07-10-2019,1766.4,451.49184
08-10-2019,1797.2,459.36432
09-10-2019,1761.5,450.2394
10-10-2019,1828.8,467.44128
11-10-2019,1831.1,468.02916
12-10-2019,1441,368.3196
13-10-2019,1413.7,361.34172
14-10-2019,1841.4,470.66184
15-10-2019,1870.2,478.02312
16-10-2019,1846.4,471.93984
17-10-2019,1876.6,479.65896
18-10-2019,1812.3,463.22388
19-10-2019,1358.9,347.33484
20-10-2019,1374.5,351.3222
21-10-2019,1905,486.918
22-10-2019,1894.3,484.18308
23-10-2019,1933.4,494.17704
24-10-2019,1892.3,483.67188
25-10-2019,1854.3,473.95908
26-10-2019,1445.9,369.57204
27-10-2019,1501.1,383.68116
28-10-2019,1936.1,494.86716
29-10-2019,2039.1,521.19396
30-10-2019,2006.7,512.91252
31-10-2019,1896.7,484.79652
01-11-2019,1819.5,465.0642
02-11-2019,1387.4,354.61944
03-11-2019,1344.4,343.62864
04-11-2019,1866.4,477.05184
05-11-2019,1985.1,507.39156
06-11-2019,2063.8,527.50728
07-11-2019,1999.7,511.12332
08-11-2019,1920.5,490.8798
09-11-2019,1519.3,388.33308
10-11-2019,1440.7,368.24292
11-11-2019,1971,503.7876
12-11-2019,2030.1,518.89356
13-11-2019,1961.5,501.3594
14-11-2019,1996,510.1776
15-11-2019,1929.3,493.12908
16-11-2019,1400.9,358.07004
17-11-2019,1363.2,348.43392
18-11-2019,1910.2,488.24712
19-11-2019,1953.5,499.3146
20-11-2019,1988,508.1328
21-11-2019,2006.3,512.81028
22-11-2019,1926,492.2856
23-11-2019,1462.8,373.89168
24-11-2019,1384.4,353.85264
25-11-2019,1956.2,500.00472
26-11-2019,1982.4,506.70144
27-11-2019,1882.1,481.06476
28-11-2019,1928.4,492.89904
29-11-2019,1864.1,476.46396
30-11-2019,1436.9,367.27164
01-12-2019,1370.4,350.27424
02-12-2019,1948.3,497.98548
03-12-2019,1967.7,502.94412
04-12-2019,1976.2,505.11672
05-12-2019,1975,504.81
06-12-2019,1920.6,490.90536
07-12-2019,1411.8,360.85608
08-12-2019,1412.7,361.08612
09-12-2019,1956.7,500.13252
10-12-2019,1979.6,505.98576
11-12-2019,1972.5,504.171
12-12-2019,2025.2,517.64112
13-12-2019,1958.6,500.61816
14-12-2019,1359.5,347.4882
15-12-2019,1334.5,341.0982
16-12-2019,1716.7,438.78852
17-12-2019,1792.9,458.26524
18-12-2019,1803.7,461.02572
19-12-2019,1784.1,456.01596
20-12-2019,1708.2,436.61592
21-12-2019,1407.1,359.65476
22-12-2019,1320.6,337.54536
23-12-2019,1694.5,433.1142
24-12-2019,1105,282.438
25-12-2019,679.1,173.57796
26-12-2019,665.8,170.17848
27-12-2019,816,208.5696
28-12-2019,780.6,199.52136
29-12-2019,768.3,196.37748
30-12-2019,894.8,228.71088
31-12-2019,839.8,214.65288
